#,Status,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
3126,Pending,Bug,Normal, VTK8 - simulation/mesh crashes and an image is missing ,-,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 11:48 am,05/22/2018 12:45 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
simulation/mesh crashes and an image is missing.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/simulation_mesh.html
Several simulation tests have the last image blank and crash.
http://portal.nersc.gov/project/visit/tests/2018-05-08-22:01/surface_trunk_serial/simulation_var.htmlhttp://portal.nersc.gov/project/visit/tests/2018-05-08-22:01/surface_trunk_serial/simulation_scalar.htmlhttp://portal.nersc.gov/project/visit/tests/2018-05-08-22:01/surface_trunk_serial/simulation_unstructured.html
"
3127,Pending,Bug,Normal, VTK8 - Different shadows are appearing in this test. May need investigation. ,-,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 11:49 am,05/22/2018 12:45 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Different shadows are appearing in this test. May need investigation.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/compositing_01.html
"
3128,Pending,Bug,Normal, VTK8 - scalable.py and scalable_c.py are both failing with exit unknown errors ,Cyrus Harrison,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 11:51 am,05/22/2018 12:44 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
scalable.py and scalable_c.py are both failing with exit unknown errors in serial.
Scalable rendering tests crash.
http://portal.nersc.gov/project/visit/tests/2018-05-08-22:01/surface_trunk_serial/rendering_scalable_c.htmlhttp://portal.nersc.gov/project/visit/tests/2018-05-08-22:01/surface_trunk_serial/rendering_scalable.html
"
3129,Pending,Bug,Normal, VTK8 - Render points are significantly different size. ,Kathleen Biagas,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 11:53 am,05/17/2018 01:26 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Render points are significantly different size.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/renderpoint_2_01.html
"
3130,Pending,Bug,Normal, VTK8 - Known volume rendering differences which should be looked into. ,-,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 11:55 am,05/22/2018 12:44 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Known volume rendering differences which should be looked into.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/rendering_volume.htmlhttp://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/legends_07.htmlhttp://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/globe_04.html
"
3132,Rejected,Bug,Normal, VTK8 - Vector plot appears to be missing some vectors in comparison with baseline. ,Alister Maguire,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 12:36 pm,06/19/2018 12:01 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Vector plot appears to be missing some vectors in comparison with baseline.
http://portal.nersc.gov/project/visit/tests/2018-05-05-22:00/surface_trunk_serial/field_op_04.html
"
3133,Pending,Bug,Normal," VTK8 - A couple of the LC tests generate a loop, in the baseline the loop is thicker so perhaps the path goes around several times with a slight difference in path with the baseline ",-,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 12:47 pm,05/22/2018 12:43 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
A couple of the LC tests generate a loop, in the baseline the loop is thicker so perhaps the path goes around several times with a slight difference in path with the baseline.
http://portal.nersc.gov/project/visit/tests/2018-05-08-22:01/surface_trunk_serial/operators_lcs_lc_2.htmlhttp://portal.nersc.gov/project/visit/tests/2018-05-08-22:01/surface_trunk_serial/operators_lcs_ic_1.html
"
3134,Pending,Bug,Normal, VTK8 - One of the displacement operator tests shows a fairly significant difference ,-,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 01:17 pm,11/05/2018 07:40 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
One of the displacement operator tests shows a fairly significant difference. Its possible part of the image is getting clipped, in which case it is a view issue.
http://portal.nersc.gov/project/visit/tests/2018-05-08-22:01/surface_trunk_serial/ops_disp02.html
"
3135,Pending,Bug,Normal, VTK8 - There is a potential line rendering issue with the lines being broken up in a mesh plot ,-,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 01:18 pm,05/22/2018 12:42 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
There is a potential line rendering issue with the lines being broken up in a mesh plot. It is most likely the surface offset being slightly different or being treated differently, that is causing the issue.
http://portal.nersc.gov/project/visit/tests/2018-05-08-22:01/surface_trunk_serial/operators_clip.html
"
3136,Pending,Bug,Normal, VTK8 - Persistent particle tests show some diffs ,-,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 01:20 pm,05/22/2018 12:42 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Persistent particle tests show some diffs. The first one may be drawing points larger in the baseline, the second may be line rendering or real, the last 2 are probably slight rendering differences.
http://portal.nersc.gov/project/visit/tests/2018-05-08-22:01/surface_trunk_serial/operators_persistent_particles.html
"
3137,Pending,Bug,Normal, VTK8 - There appear to be some ghost zones missing when the inverse ghost zone operator is applied to an AMR mesh ,-,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 01:22 pm,05/22/2018 12:42 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
There appear to be some ghost zones missing when the inverse ghost zone operator is applied to what looks like an AMR mesh.
http://portal.nersc.gov/project/visit/tests/2018-05-08-22:01/surface_trunk_serial/ops_inverse_ghost_zone05.html
"
3138,Pending,Bug,Normal, VTK8 - There is some weird text rendering artifact in a parallel label test ,-,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 01:24 pm,05/22/2018 12:41 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
There is some weird text rendering artifact in a parallel label test where some labels have a white halo around them. There may also be a ghosting issue with one of them. Note that the labels showing this failure shouldn't be rendered and that is covered in another bug/issue report.
http://portal.nersc.gov/project/visit/tests/2018-05-10-22:00/surface_trunk_parallel/label_6_04.htmlhttp://portal.nersc.gov/project/visit/tests/2018-05-10-22:00/surface_trunk_parallel/label_8_08.html
"
3139,Resolved,Bug,Normal, VTK8 - A surface plot with mesh lines has shaded lines instead of unshaded lines in scalable parallel ,Kathleen Biagas,-,3.0,Eric Brugger,05/17/2018,,100%,,05/17/2018 01:29 pm,05/25/2018 03:20 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
A surface plot with mesh lines has shaded lines instead of unshaded lines in scalable parallel.
http://portal.nersc.gov/project/visit/tests/2018-05-13-22:00/surface_trunk_scalable_parallel_icet/surface_10.html
"
3140,Pending,Bug,Normal, need to find right bsub magic for coral systems ,Cyrus Harrison,-,2.13.4,Cyrus Harrison,05/17/2018,,0%,,05/17/2018 04:30 pm,10/15/2018 05:16 pm,3 - Occasional,2 - Minor Irritation,2.13.0,,,All,Any,"
Running: bsub -I -n 32 -q pbatch mpirun /nfs/tmp2/cyrush/2018.04.visit.sierra/visit2.13.1/src/exe/engine_par -dv -forcestatic -idle-timeout 480 -noloopback -host sierra4361 -port 5600You cannot specify -R/-M/-n/LSB_DEFAULT_RESREQ when CSM Easy Mode job submission is enabled. Job not submitted.
"
3141,Pending,Bug,Normal, trunk: style differences between developer build and install on osx ,-,-,-,Cyrus Harrison,05/18/2018,,0%,,05/18/2018 12:15 pm,05/22/2018 07:01 pm,3 - Occasional,2 - Minor Irritation,trunk,,,All,Any,"
Some how the Qt style isn't sticking post make install on my osx machine.
See attached images.
These are from the same build, one is run from the build dir, and one is run on the result of make install.
"
3142,Resolved,Bug,Normal, OS X High Sierra Issues ,Kevin Griffin,-,2.13.3,Kevin Griffin,05/18/2018,,100%,,05/18/2018 06:15 pm,08/24/2018 02:17 am,3 - Occasional,3 - Major Irritation,2.12.3,,,OSX,Any,"
There's starting to be more issues with users being able to connect in client/server mode to the LC machines from their new laptops with OS X 10.13 (High Sierra).
"
3143,Pending,Bug,Normal, xml2java adds improper import for Explode operator atts ,-,-,3.0,Kathleen Biagas,05/21/2018,,0%,,05/21/2018 12:42 pm,05/22/2018 06:55 pm,3 - Occasional,2 - Minor Irritation,2.12.3,,,All,Any,"
Adds an improper 'import' for Explode operator attributes:
import llnl.visit.ExplodeAttributes;
Probably due to the atts including a vector of themselves:      <Field name=""explosions"" label=""explosions"" type=""attVector"" subtype=""ExplodeAttributes"" access=""protected"">      </Field>
"
3144,Rejected,Bug,Normal, PickByNode wrong time curve ,Alister Maguire,-,-,Alister Maguire,05/22/2018,,0%,,05/22/2018 02:29 pm,05/22/2018 06:53 pm,4 - Common,2 - Minor Irritation,2.12.3,,,All,Any,"
While adding the option to plot pick range curves over time, I noticed that the current curves produced by PickByNode are using the coordinate position to retrieve values instead of the element ID, even though the element ID is what was specified for the pick.
"
3145,Pending,Bug,High, Saving of curves incorrect with curve plots displayed using log scale ,-,-,2.13.4,Eric Brugger,05/22/2018,,0%,,05/22/2018 03:25 pm,11/15/2018 01:06 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.3,,,All,Any,"
Willy Moss reported that he display a curve using a log scale and when he saved the file to a curve file the file contained the logs of the values. It should save the original values, not the logs. The fact that the curve is being displayed with a log scale shouldn't effect what gets saved to the file.
"
3146,Resolved,Feature,Normal, Handle multi-block curve objects in VisIt internals ,Mark Miller,-,2.13.2,Mark Miller,05/22/2018,,0%,4.00 hours,05/22/2018 03:44 pm,06/12/2018 11:53 am,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
A user defined a curve in a Silo file using multi-block 1D quad meshes but then couldn't plot them as curves.
VisIt has logic to detect 1D quadmeshes and re-interpret them as curves. However, it requires the quadmeshes also be single block.
By removing that logic and allowing a avtCurveMetaData to haven blocks, I've tested this and it works with very minor changes to VisIt internals.
The curve plot behaves strangely when domains are removed in the middle because it winds up connecting the dots across gaps in the curve that would otherwise exist due to domain removal. Removing domains from the ""ends"" of the curve plot works fine.
What should a subset plot of a multi-block curve look like? One idea I had was a banded colored background of the curve plot or a horizontally colored line.
Supporting a multi-block curve object simplifies data producers whose curve data is distributed across multiple MPI ranks.
OTOH, it is very apparent that ""curves"" should not demand as much special handling in Visit as we have for them and we'd be much better off just dealing with them like any other (rectilinear) qualmish except that they are 1D topologically and spatially. If we wound up modifying VisIt everywhere to do that, then this simple fix for curves is not necessary.
"
3147,Pending,Bug,Normal, Pyside compile issue on ubunt1404-64 ,-,-,-,Eric Brugger,05/22/2018,,0%,,05/22/2018 03:47 pm,05/23/2018 11:52 pm,3 - Occasional,4 - Crash / Wrong Results,2.13.0,,,All,Any,"
I got the following compile failure with Pyside on ubuntu1404-64. I believe it uses gcc 4.8.
[ 30%] Running generator for /home/brugger1/ubuntu1404_64/visitbuild/visit2.13.2/src/visitpy/pyui/pyside/gui/pyside_gui/pysidegui_wrapper.cpp;/home/brugger1/ubuntu1404_64/visitbuild/visit2.13.2/src/visitpy/pyui/pyside/gui/pyside_gui/guiwrapper_wrapper.cpp;/home/brugger1/ubuntu1404_64/visitbuild/visit2.13.2/src/visitpy/pyui/pyside/gui/pyside_gui/pyside_gui_module_wrapper.cpp...Fatal error: line=5, column=65, message=Failed to parse: 'typesystem_widgets.xml'
Cannot parse file: typesystem.xmlmake2: * [visitpy/pyui/pyside/gui/pyside_gui/pysidegui_wrapper.cpp] Error 1make1:  [visitpy/pyui/pyside/gui/CMakeFiles/pyside_gui_gen.dir/all] Error 2make: *"
3148,Pending,Feature,Normal, Remove Curve special casing throughout VisIt ,-,-,-,Mark Miller,05/22/2018,,0%,,05/22/2018 03:53 pm,05/22/2018 06:27 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
A curve is nothing more than a variable on a (rectilinear) quadmesh which is both 1D topologically and spacially.
However, we wind up treating curve objects throughout Visit specially, in plugins, in database metadata, in the SIL.
We can remove all the special case code for curves and simply allow curves to be treated like any other quadmesh/quadvar objects.
In some cases, we may want to ask the quadmesh/quadvar if it meets the requirements to be treated like a curve (1D topologically and spacially) so that we can decide if it should appear in the Curve Plot's menu, etc.
But, otherwise, we should remove all the special case code for curves.
"
3149,Pending,Bug,Normal, look at mfem refinement performance   ,Cyrus Harrison,-,3.0,Cyrus Harrison,05/22/2018,,0%,,05/22/2018 06:22 pm,05/22/2018 06:27 pm,3 - Occasional,2 - Minor Irritation,2.13.0,,,All,Any,"
More details here: https://github.com/mfem/mfem/issues/488
(the above issue is closed from an MFEM perspective, but the ball is now in our court)
Cyrus has the dataset.
"
3150,Resolved,Bug,Normal, Last Zone Pick highlight doesn't clear ,Alister Maguire,-,2.13.3,Kevin Griffin,05/23/2018,,100%,,05/23/2018 06:46 pm,06/05/2018 07:06 pm,3 - Occasional,4 - Crash / Wrong Results,2.13.0,,,All,Any,"
When doing a zone pick with 'Pick Highlights' selected, clearing, and then doing a node pick, the last pick highlight never gets cleared.
To reproduce do the following:1. Open curv2d.silo2. Do a zone pick with 'Pick highlights' selected3. Clear Picks4. Do a node pick (the last zone pick highlight should be present with the node pick)
"
3151,Pending,Bug,Normal, I created a host profile for trinity using salloc and it created a bad launch command ,Eric Brugger,-,2.13.4,Eric Brugger,05/29/2018,,0%,,05/29/2018 05:04 pm,09/04/2018 06:06 pm,3 - Occasional,4 - Crash / Wrong Results,2.13.0,,,All,Any,"
The host profile looks similar to the one on cori that uses salloc. When I used it the command had srun and mpirun in the command it generated. When I use the salloc one on cori it looks normal and works. I must be missing something. Perhaps there is magic in the custom launcher (This doesn't seem like a good design and perhaps I am wrong).
"
3152,Resolved,Feature,Normal, Add host profiles for pascal. ,Eric Brugger,-,2.13.3,Eric Brugger,05/29/2018,,100%,1.00 hour,05/29/2018 05:07 pm,07/31/2018 04:41 pm,,,2.13.0,3 - Medium,3 - Occasional,All,Any,"
Pascal is an new gpu machine at LLNL running toss3. We need some host profiles for it.
"
3153,New,Bug,Normal, associating time with an object in Silo is simply totally broken ,-,-,-,Mark Miller,05/30/2018,,0%,,05/30/2018 06:41 pm,,3 - Occasional,2 - Minor Irritation,4.8,,,All,Any,"
In Silo, time is handled on a sort of per-directory basis.
All the objects in a dir share the same ""time"" or ""dtime"" entry. To have multiple objects in a file with different times associated with them, they each need to go into their own directory.
What really needs to happen is for time to be associated with the object itself sort of embedded within a namespace only the object knows about. In HDF5, this could be easily handled as an attribute on the object. Otherwise, we'd need to extend all objects structures to support a time member.
"
